"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Nokomis - Main","27001900",2020-06-15,"MPRB",6.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-15,"MPRB",35.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-15,"MPRB",32,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-15,"MPRB",15,NA,"cfu","N",""
"Wirth","27003700",2020-06-15,"MPRB",1.5,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-15,"MPRB",31.5,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-15,"MPRB",3,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-15,"MPRB",16,NA,"cfu","N",""
"Harriet - Main","27001600",2020-06-22,"MPRB",24,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-22,"MPRB",109,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-22,"MPRB",51,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-22,"MPRB",39.5,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-22,"MPRB",58.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-22,"MPRB",45,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-22,"MPRB",14.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-22,"MPRB",44,NA,"cfu","N",""
"Wirth","27003700",2020-06-22,"MPRB",4,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-22,"MPRB",32.67,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-22,"MPRB",17,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-22,"MPRB",25.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-06-30,"MPRB",115.5,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-30,"MPRB",146.5,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-30,"MPRB",755.45,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-30,"MPRB",44.1,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-30,"MPRB",86.95,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-30,"MPRB",118.1,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-30,"MPRB",222.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-30,"MPRB",63.95,NA,"cfu","N",""
"Wirth","27003700",2020-06-30,"MPRB",45.05,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-30,"MPRB",23.9,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-30,"MPRB",40.53,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-30,"MPRB",17.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-07-06,"MPRB",147.5,23.21,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-06,"MPRB",56,29.45,"cfu","N",""
"Nokomis - Main","27001900",2020-07-06,"MPRB",530.5,48.31,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-06,"MPRB",20,33.56,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-06,"MPRB",623.5,60.88,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-06,"MPRB",50.5,30.26,"cfu","N",""
"Wirth","27003700",2020-07-06,"MPRB",7.5,6.08,"cfu","N",""
"Cedar - East","27003900",2020-07-06,"MPRB",65.5,20.96,"cfu","N",""
"Cedar - Main","27003900",2020-07-06,"MPRB",37.5,16.86,"cfu","N",""
"Cedar - Point","27003900",2020-07-06,"MPRB",30,14.96,"cfu","N",""
"Harriet - SE","27001600",2020-07-06,"MPRB",82.5,147.48,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2020-07-06,"MPRB",1187,229.5,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-13,"MPRB",19,33.58,"cfu","N",""
"Harriet - SE","27001600",2020-07-13,"MPRB",3.5,50.06,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-13,"MPRB",106.5,44.19,"cfu","N",""
"Nokomis - Main","27001900",2020-07-13,"MPRB",4.5,37.97,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-13,"MPRB",10.5,33.05,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-13,"MPRB",18.5,65.33,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-13,"MPRB",27,35.59,"cfu","N",""
"Wirth","27003700",2020-07-13,"MPRB",286.33,14.29,"cfu","N",""
"Cedar - East","27003900",2020-07-13,"MPRB",10,27.66,"cfu","N",""
"Cedar - Main","27003900",2020-07-13,"MPRB",3.5,12.22,"cfu","N",""
"Cedar - Point","27003900",2020-07-13,"MPRB",4,15.37,"cfu","N",""
"Hiawatha","27001800",2020-07-13,"MPRB",85.5,215.55,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-20,"MPRB",106.5,60.73,"cfu","N",""
"Harriet - SE","27001600",2020-07-20,"MPRB",9.5,33.72,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-20,"MPRB",7.5,38.22,"cfu","N",""
"Nokomis - Main","27001900",2020-07-20,"MPRB",19,47.06,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-20,"MPRB",4,21.36,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-20,"MPRB",13.5,54.97,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-20,"MPRB",14,35.1,"cfu","N",""
"Wirth","27003700",2020-07-20,"MPRB",2.5,15.83,"cfu","N",""
"Cedar - East","27003900",2020-07-20,"MPRB",3.5,17.82,"cfu","N",""
"Cedar - Main","27003900",2020-07-20,"MPRB",1.5,10.64,"cfu","N",""
"Cedar - Point","27003900",2020-07-20,"MPRB",1,8.83,"cfu","N",""
"Hiawatha","27001800",2020-07-20,"MPRB",22,153.79,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-27,"MPRB",24.5,60.98,"cfu","N",""
"Harriet - SE","27001600",2020-07-27,"MPRB",28,25.7,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-27,"MPRB",8.67,28.22,"cfu","N",""
"Nokomis - Main","27001900",2020-07-27,"MPRB",13,34.83,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-27,"MPRB",16.5,17.47,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-27,"MPRB",69,75.1,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-27,"MPRB",27,31.84,"cfu","N",""
"Wirth","27003700",2020-07-27,"MPRB",2.5,14.41,"cfu","N",""
"Cedar - East","27003900",2020-07-27,"MPRB",5.5,12.48,"cfu","N",""
"Cedar - Main","27003900",2020-07-27,"MPRB",494,20.87,"cfu","N",""
"Cedar - Point","27003900",2020-07-27,"MPRB",3,5.75,"cfu","N",""
"Hiawatha","27001800",2020-07-27,"MPRB",34.5,142.22,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-08-03,"MPRB",7,34.81,"cfu","N",""
"Harriet - SE","27001600",2020-08-03,"MPRB",4,12.51,"cfu","N",""
"Hiawatha","27001800",2020-08-03,"MPRB",49,82.29,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-03,"MPRB",1.5,14.35,"cfu","N",""
"Nokomis - Main","27001900",2020-08-03,"MPRB",12,24.17,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-03,"MPRB",19,12.12,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-03,"MPRB",15,43.79,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-03,"MPRB",7.5,20.74,"cfu","N",""
"Wirth","27003700",2020-08-03,"MPRB",1,6.73,"cfu","N",""
"Cedar - East","27003900",2020-08-03,"MPRB",1.5,7.17,"cfu","N",""
"Cedar - Main","27003900",2020-08-03,"MPRB",2,11.43,"cfu","N",""
"Cedar - Point","27003900",2020-08-03,"MPRB",1.5,3.52,"cfu","N",""
"Harriet - Main","27001600",2020-08-10,"MPRB",243,38.48,"cfu","N",""
"Harriet - SE","27001600",2020-08-10,"MPRB",1161.5,21.24,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-10,"MPRB",571.33,22.63,"cfu","N",""
"Nokomis - Main","27001900",2020-08-10,"MPRB",886.5,26.79,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-10,"MPRB",1210,27.57,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-10,"MPRB",368.5,39.43,"cfu","N",""
"Wirth","27003700",2020-08-10,"MPRB",369.5,14.59,"cfu","N",""
"Cedar - East","27003900",2020-08-10,"MPRB",10.5,4.97,"cfu","N",""
"Cedar - Main","27003900",2020-08-10,"MPRB",302.5,17.34,"cfu","N",""
"Cedar - Point","27003900",2020-08-10,"MPRB",88.5,4.37,"cfu","N",""
"Hiawatha","27001800",2020-08-10,"MPRB",2420,94.9,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2020-08-10,"MPRB",2420,45.03,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2020-08-12,"MPRB",230,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-12,"MPRB",77.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-08-17,"MPRB",16,37.18,"cfu","N",""
"Harriet - SE","27001600",2020-08-17,"MPRB",64.33,38.03,"cfu","N",""
"Hiawatha","27001800",2020-08-17,"MPRB",120.5,101.64,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-17,"MPRB",585.5,31.82,"cfu","N",""
"Nokomis - Main","27001900",2020-08-17,"MPRB",67,45.97,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-17,"MPRB",48.5,37.44,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-17,"MPRB",142,59.27,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-17,"MPRB",4,30.74,"cfu","N",""
"Wirth","27003700",2020-08-17,"MPRB",216,13.79,"cfu","N",""
"Cedar - East","27003900",2020-08-17,"MPRB",5.5,4.41,"cfu","N",""
"Cedar - Main","27003900",2020-08-17,"MPRB",14.5,23.05,"cfu","N",""
"Cedar - Point","27003900",2020-08-17,"MPRB",112.5,8.52,"cfu","N",""
"Harriet - Main","27001600",2020-08-24,"MPRB",86.67,35.68,"cfu","N",""
"Hiawatha","27001800",2020-08-24,"MPRB",61.5,124.84,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-24,"MPRB",13.5,35.79,"cfu","N",""
"Nokomis - Main","27001900",2020-08-24,"MPRB",11.5,41.58,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-24,"MPRB",796.5,107.94,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-24,"MPRB",159.5,50,"cfu","N",""
"Wirth","27003700",2020-08-24,"MPRB",590.5,41.14,"cfu","N",""
"Cedar - East","27003900",2020-08-24,"MPRB",11.5,5.59,"cfu","N",""
"Cedar - Main","27003900",2020-08-24,"MPRB",12,34.93,"cfu","N",""
"Cedar - Point","27003900",2020-08-24,"MPRB",4.5,11.51,"cfu","N",""
"Harriet - SE","27001600",2020-08-24,"MPRB",2420,115.16,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Main","27003100",2020-08-24,"MPRB",1266.5,146.98,"cfu","Y","ecoli_1dayGM"
"Harriet - SE","27001600",2020-08-26,"MPRB",29.33,NA,"cfu","N",""
"Harriet - Main","27001600",2020-08-31,"MPRB",7,27.77,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-31,"MPRB",38,48.1,"cfu","N",""
"Nokomis - Main","27001900",2020-08-31,"MPRB",31,49.48,"cfu","N",""
"Wirth","27003700",2020-08-31,"MPRB",323.5,108.8,"cfu","N",""
"Cedar - East","27003900",2020-08-31,"MPRB",2.5,4.78,"cfu","N",""
"Cedar - Main","27003900",2020-08-31,"MPRB",101.5,25.45,"cfu","N",""
"Cedar - Point","27003900",2020-08-31,"MPRB",11,14.92,"cfu","N",""
"Harriet - SE","27001600",2020-08-31,"MPRB",672.5,217.47,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2020-08-31,"MPRB",506,213.6,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2020-08-31,"MPRB",2275.33,121.38,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2020-08-31,"MPRB",89,151.21,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2020-08-31,"MPRB",206,182.92,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2020-09-02,"MPRB",39,NA,"cfu","N",""
"Wirth","27003700",2021-05-24,"MPRB",108.5,NA,"cfu","N",""
"Nokomis - Main","27001900",2021-05-24,"MPRB",10.33,NA,"cfu","Y","microcystin"
"Wirth","27003700",2021-06-01,"MPRB",67.67,NA,"cfu","N",""
"Nokomis - Main","27001900",2021-06-01,"MPRB",7.5,NA,"cfu","Y","microcystin"
"Harriet - Main","27001600",2021-06-07,"MPRB",14.5,NA,"cfu","N",""
"Harriet - SE","27001600",2021-06-07,"MPRB",18,NA,"cfu","N",""
"Hiawatha","27001800",2021-06-07,"MPRB",29.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-06-07,"MPRB",10.33,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-06-07,"MPRB",2.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-06-07,"MPRB",4.5,NA,"cfu","N",""
"Wirth","27003700",2021-06-07,"MPRB",76,NA,"cfu","N",""
"Cedar - East","27003900",2021-06-07,"MPRB",10,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-07,"MPRB",12,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-07,"MPRB",4.5,NA,"cfu","N",""
"Nokomis - 50th","27001900",2021-06-07,"MPRB",1.5,NA,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2021-06-07,"MPRB",1.5,NA,"cfu","Y","microcystin"
"Harriet - Main","27001600",2021-06-14,"MPRB",20,NA,"cfu","N",""
"Harriet - SE","27001600",2021-06-14,"MPRB",13.5,NA,"cfu","N",""
"Hiawatha","27001800",2021-06-14,"MPRB",26.5,NA,"cfu","N",""
"Nokomis - 50th","27001900",2021-06-14,"MPRB",11,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-06-14,"MPRB",10.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-06-14,"MPRB",77.33,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-06-14,"MPRB",1,NA,"cfu","N",""
"Wirth","27003700",2021-06-14,"MPRB",13,NA,"cfu","N",""
"Cedar - East","27003900",2021-06-14,"MPRB",1.5,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-14,"MPRB",4.5,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-14,"MPRB",1.5,NA,"cfu","N",""
"Nokomis - Main","27001900",2021-06-14,"MPRB",8,NA,"cfu","Y","microcystin"
"Harriet - Main","27001600",2021-06-21,"MPRB",72,NA,"cfu","N",""
"Harriet - SE","27001600",2021-06-21,"MPRB",438.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-06-21,"MPRB",137.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-06-21,"MPRB",205,NA,"cfu","N",""
"Wirth","27003700",2021-06-21,"MPRB",43.5,50.09681834,"cfu","N",""
"Cedar - East","27003900",2021-06-21,"MPRB",25.5,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-21,"MPRB",47.5,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-21,"MPRB",74,NA,"cfu","N",""
"Hiawatha","27001800",2021-06-21,"MPRB",2420,NA,"cfu","Y","ecoli_1dayGM"
"Nokomis - 50th","27001900",2021-06-21,"MPRB",32,NA,"cfu","Y","microcystin"
"Nokomis - Main","27001900",2021-06-21,"MPRB",38.5,8.143080641,"cfu","Y","microcystin"
"Bde Maka Ska - Thomas","27003100",2021-06-21,"MPRB",1631.33,NA,"cfu","Y","ecoli_1dayGM"
"Harriet - Main","27001600",2021-06-28,"MPRB",22,NA,"cfu","N",""
"Harriet - SE","27001600",2021-06-28,"MPRB",248,NA,"cfu","N",""
"Hiawatha","27001800",2021-06-28,"MPRB",82,NA,"cfu","N",""
"Nokomis - 50th","27001900",2021-06-28,"MPRB",21,NA,"cfu","N",""
"Nokomis - Main","27001900",2021-06-28,"MPRB",16,8.887193668,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-06-28,"MPRB",68.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-06-28,"MPRB",56.5,NA,"cfu","N",""
"Wirth","27003700",2021-06-28,"MPRB",908.5,76.62829867,"cfu","N",""
"Cedar - East","27003900",2021-06-28,"MPRB",1.33,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-28,"MPRB",13,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-28,"MPRB",15.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-06-28,"MPRB",1811.5,NA,"cfu","Y","ecoli_1dayGM"
"Cedar - East","27003900",2021-06-29,"MPRB",10,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-29,"MPRB",13.33,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-29,"MPRB",30,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-06-30,"MPRB",166.5,NA,"cfu","N",""
"Cedar - East","27003900",2021-06-30,"MPRB",2,NA,"cfu","N",""
"Cedar - Main","27003900",2021-06-30,"MPRB",2,NA,"cfu","N",""
"Cedar - Point","27003900",2021-06-30,"MPRB",9.5,NA,"cfu","N",""
"Cedar - East","27003900",2021-07-01,"MPRB",2,NA,"cfu","N",""
"Cedar - Main","27003900",2021-07-01,"MPRB",5,NA,"cfu","N",""
"Cedar - Point","27003900",2021-07-01,"MPRB",20.5,NA,"cfu","N",""
"Harriet - Main","27001600",2021-07-06,"MPRB",33.5,27.38038789,"cfu","N",""
"Harriet - SE","27001600",2021-07-06,"MPRB",158.5,84.02554997,"cfu","N",""
"Hiawatha","27001800",2021-07-06,"MPRB",18.5,77.90651319,"cfu","N",""
"Nokomis - 50th","27001900",2021-07-06,"MPRB",1.5,6.985361645,"cfu","N",""
"Nokomis - Main","27001900",2021-07-06,"MPRB",16.5,10.40517001,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-07-06,"MPRB",49,66.74110165,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-07-06,"MPRB",14.5,33.03876727,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-07-06,"MPRB",77.5,31.72642041,"cfu","N",""
"Wirth","27003700",2021-07-06,"MPRB",8,49.99565057,"cfu","N",""
"Cedar - East","27003900",2021-07-06,"MPRB",1.5,3.773395151,"cfu","N",""
"Cedar - Main","27003900",2021-07-06,"MPRB",2.33,9.51045952,"cfu","N",""
"Cedar - Point","27003900",2021-07-06,"MPRB",6.5,8.716780489,"cfu","N",""
"Harriet - Main","27001600",2021-07-12,"MPRB",9.5,25.16000465,"cfu","N",""
"Harriet - SE","27001600",2021-07-12,"MPRB",4,62.19691743,"cfu","N",""
"Hiawatha","27001800",2021-07-12,"MPRB",34,80.15029913,"cfu","N",""
"Nokomis - 50th","27001900",2021-07-12,"MPRB",2,7.399061593,"cfu","N",""
"Nokomis - Main","27001900",2021-07-12,"MPRB",52,21.14616406,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-07-12,"MPRB",87.5,102.316787,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-07-12,"MPRB",6.5,39.99617909,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-07-12,"MPRB",34,47.5416615,"cfu","N",""
"Wirth","27003700",2021-07-12,"MPRB",31.5,41.9209983,"cfu","N",""
"Cedar - East","27003900",2021-07-12,"MPRB",1,2.380851384,"cfu","N",""
"Cedar - Main","27003900",2021-07-12,"MPRB",3.5,7.43325208,"cfu","N",""
"Cedar - Point","27003900",2021-07-12,"MPRB",3,8.037812252,"cfu","N",""
"Harriet - Main","27001600",2021-07-19,"MPRB",67,32.0420046,"cfu","N",""
"Harriet - SE","27001600",2021-07-19,"MPRB",8,56.01703331,"cfu","N",""
"Hiawatha","27001800",2021-07-19,"MPRB",4.5,56.22098827,"cfu","N",""
"Nokomis - 50th","27001900",2021-07-19,"MPRB",10.5,7.330539958,"cfu","N",""
"Nokomis - Main","27001900",2021-07-19,"MPRB",12.5,23.1204138,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-07-19,"MPRB",7,24.73801032,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-07-19,"MPRB",25.5,90.86202084,"cfu","N",""
"Wirth","27003700",2021-07-19,"MPRB",146,68.00072093,"cfu","N",""
"Cedar - East","27003900",2021-07-19,"MPRB",1,2.195401897,"cfu","N",""
"Cedar - Main","27003900",2021-07-19,"MPRB",1.5,5.966980384,"cfu","N",""
"Cedar - Point","27003900",2021-07-19,"MPRB",13.5,12.47344337,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-07-19,"MPRB",155.5,175.4103086,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-07-26,"MPRB",6.5,19.80778213,"cfu","N",""
"Harriet - SE","27001600",2021-07-26,"MPRB",25,31.33057991,"cfu","N",""
"Hiawatha","27001800",2021-07-26,"MPRB",82,28.56920615,"cfu","N",""
"Nokomis - 50th","27001900",2021-07-26,"MPRB",5.5,5.15440462,"cfu","N",""
"Nokomis - Main","27001900",2021-07-26,"MPRB",63.5,25.55395948,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-07-26,"MPRB",69.5,19.92557923,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-07-26,"MPRB",731.5,77.39567917,"cfu","N",""
"Wirth","27003700",2021-07-26,"MPRB",95,79.49876586,"cfu","N",""
"Cedar - East","27003900",2021-07-26,"MPRB",1,1.148698355,"cfu","N",""
"Cedar - Main","27003900",2021-07-26,"MPRB",36.5,5.660756333,"cfu","N",""
"Cedar - Point","27003900",2021-07-26,"MPRB",1,5.273998666,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-07-26,"MPRB",65.5,151.2316996,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-02,"MPRB",1.5,11.57629449,"cfu","N",""
"Harriet - SE","27001600",2021-08-02,"MPRB",4.5,14.05143245,"cfu","N",""
"Hiawatha","27001800",2021-08-02,"MPRB",21.5,21.61608893,"cfu","N",""
"Nokomis - 50th","27001900",2021-08-02,"MPRB",3.5,3.60203773,"cfu","N",""
"Nokomis - Main","27001900",2021-08-02,"MPRB",17.5,26.01607734,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-08-02,"MPRB",64,19.65661971,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-08-02,"MPRB",13.5,58.12644732,"cfu","N",""
"Wirth","27003700",2021-08-02,"MPRB",776.5,77.04131595,"cfu","N",""
"Cedar - East","27003900",2021-08-02,"MPRB",1.5,1.084471771,"cfu","N",""
"Cedar - Main","27003900",2021-08-02,"MPRB",1,3.675395188,"cfu","N",""
"Cedar - Point","27003900",2021-08-02,"MPRB",10,4.831407576,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-08-02,"MPRB",956,133.0842752,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-09,"MPRB",96.5,14.30428213,"cfu","N",""
"Harriet - SE","27001600",2021-08-09,"MPRB",46.5,10.9952558,"cfu","N",""
"Hiawatha","27001800",2021-08-09,"MPRB",1083,48.78299545,"cfu","N",""
"Nokomis - 50th","27001900",2021-08-09,"MPRB",31.5,6.622044829,"cfu","N",""
"Nokomis - Main","27001900",2021-08-09,"MPRB",30,29.32035856,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-08-09,"MPRB",43.5,24.48685934,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-08-09,"MPRB",104,61.64815834,"cfu","N",""
"Cedar - East","27003900",2021-08-09,"MPRB",12.5,1.657227009,"cfu","N",""
"Cedar - Main","27003900",2021-08-09,"MPRB",4,4.093744027,"cfu","N",""
"Cedar - Point","27003900",2021-08-09,"MPRB",12,5.461692609,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-08-09,"MPRB",2420,290.3023831,"cfu","Y","ecoli_1dayGM"
"Wirth","27003700",2021-08-09,"MPRB",137.5,136.0712062,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-16,"MPRB",7,13.45677387,"cfu","N",""
"Harriet - SE","27001600",2021-08-16,"MPRB",43.5,17.72112098,"cfu","N",""
"Hiawatha","27001800",2021-08-16,"MPRB",12.5,39.93509144,"cfu","N",""
"Nokomis - 50th","27001900",2021-08-16,"MPRB",2,6.622044829,"cfu","N",""
"Nokomis - Main","27001900",2021-08-16,"MPRB",2.5,15.76028132,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-08-16,"MPRB",24.5,31.92887613,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-08-16,"MPRB",220,89.55892251,"cfu","N",""
"Cedar - East","27003900",2021-08-16,"MPRB",1.5,1.797215909,"cfu","N",""
"Cedar - Main","27003900",2021-08-16,"MPRB",2.5,3.827322658,"cfu","N",""
"Cedar - Point","27003900",2021-08-16,"MPRB",7,6.470273085,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2021-08-16,"MPRB",38.5,246.3435163,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-16,"MPRB",716.5,254.1835043,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-23,"MPRB",1,5.803981157,"cfu","N",""
"Harriet - SE","27001600",2021-08-23,"MPRB",2.5,14.043042,"cfu","N",""
"Nokomis - 50th","27001900",2021-08-23,"MPRB",23.5,7.779789192,"cfu","N",""
"Nokomis - Main","27001900",2021-08-23,"MPRB",24.5,18.03080762,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-08-23,"MPRB",28,42.13040463,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-08-23,"MPRB",63,107.3171013,"cfu","N",""
"Cedar - East","27003900",2021-08-23,"MPRB",12.5,2.978394745,"cfu","N",""
"Cedar - Main","27003900",2021-08-23,"MPRB",4.5,4.767814252,"cfu","N",""
"Cedar - Point","27003900",2021-08-23,"MPRB",58,8.660469886,"cfu","N",""
"Hiawatha","27001800",2021-08-23,"MPRB",1643,129.9689748,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2021-08-23,"MPRB",73,211.767656,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-23,"MPRB",1811.5,396.2777783,"cfu","Y","ecoli_1dayGM"
"Harriet - Main","27001600",2021-08-30,"MPRB",6,5.711807634,"cfu","N",""
"Harriet - SE","27001600",2021-08-30,"MPRB",33,14.96655116,"cfu","N",""
"Nokomis - 50th","27001900",2021-08-30,"MPRB",65,12.74905406,"cfu","N",""
"Nokomis - Main","27001900",2021-08-30,"MPRB",88.5,19.26855242,"cfu","N",""
"Bde Maka Ska - Main","27003100",2021-08-30,"MPRB",244.5,54.1819264,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2021-08-30,"MPRB",305.5,90.12147903,"cfu","N",""
"Cedar - East","27003900",2021-08-30,"MPRB",13,4.974746183,"cfu","N",""
