"BeachName","DOW","Date","MonitoringOrg","Entero_avg_cfu","Microcystin_ugL","Cylindro_ugL","Anatoxin_ugL","ClosureYN","ClosureReason"
"Bde Maka Ska - 32nd","27003100",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-06-21,"MPRB",NA,0.15,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-06-27,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-06-27,"MPRB",NA,0.15,NA,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2022-06-27,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-06-27,"MPRB",NA,0.15,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Nokomis - 50th","27001900",2022-07-05,"MPRB",NA,0.291,0.05,0.15,"N",""
"Nokomis - Main","27001900",2022-07-05,"MPRB",NA,1.752,0.05,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-07-05,"MPRB",NA,0.15,0.05,0.15,"N",""
"Hiawatha","27001800",2022-07-05,"MPRB",NA,0.355,0.05,0.15,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Nokomis - 50th","27001900",2022-07-11,"MPRB",NA,0.537,0.05,0.15,"N",""
"Nokomis - Main","27001900",2022-07-11,"MPRB",NA,0.498,0.05,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"N",""
"Hiawatha","27001800",2022-07-11,"MPRB",NA,0.19,0.05,0.15,"Y","ecoli_30dayGM"
"Cedar - Point","27003900",2022-07-11,"MPRB",NA,0.15,0.05,0.15,"Y","ecoli_1dayGM"
"Cedar - Point","27003900",2022-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Nokomis - 50th","27001900",2022-07-18,"MPRB",NA,1.791,0.05,0.15,"N",""
"Nokomis - Main","27001900",2022-07-18,"MPRB",NA,0.817,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"N",""
"Hiawatha","27001800",2022-07-18,"MPRB",NA,0.19,0.05,0.15,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"Y","ecoli_1dayGM"
"Cedar - Main","27003900",2022-07-18,"MPRB",NA,0.15,0.05,0.15,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2022-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2022-07-25,"MPRB",NA,0.235,0.05,0.051,"N",""
"Harriet - SE","27001600",2022-07-25,"MPRB",NA,0.299,0.05,0.15,"N",""
"Hiawatha","27001800",2022-07-25,"MPRB",NA,0.203,0.05,0.087,"N",""
"Nokomis - 50th","27001900",2022-07-25,"MPRB",NA,2.399,0.05,0.201,"N",""
"Nokomis - Main","27001900",2022-07-25,"MPRB",NA,2.759,0.05,0.152,"N",""
"Bde Maka Ska - 32nd","27003100",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-07-25,"MPRB",NA,0.15,0.05,0.15,"N",""
"Harriet - Main","27001600",2022-08-01,"MPRB",NA,0.238,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-08-01,"MPRB",NA,0.524,0.05,0.15,"N",""
"Hiawatha","27001800",2022-08-01,"MPRB",NA,0.592,0.05,0.182,"N",""
"Nokomis - 50th","27001900",2022-08-01,"MPRB",NA,2.09,0.05,0.152,"N",""
"Nokomis - Main","27001900",2022-08-01,"MPRB",NA,1.96,0.05,0.16,"N",""
"Bde Maka Ska - Main","27003100",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-08-01,"MPRB",NA,0.181,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-08-01,"MPRB",NA,0.15,0.05,0.15,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-08-08,"MPRB",NA,1.066,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-08-08,"MPRB",NA,1.177,0.05,0.15,"N",""
"Nokomis - 50th","27001900",2022-08-08,"MPRB",NA,2.03,0.05,0.174,"N",""
"Nokomis - Main","27001900",2022-08-08,"MPRB",NA,1.9,0.05,0.202,"N",""
"Bde Maka Ska - Main","27003100",2022-08-08,"MPRB",NA,0.179,0.05,0.256,"N",""
"Wirth","27003700",2022-08-08,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - East","27003900",2022-08-08,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-08-08,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-08-08,"MPRB",NA,0.15,0.05,0.15,"N",""
"Hiawatha","27001800",2022-08-08,"MPRB",NA,0.544,0.05,1.123,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-08-08,"MPRB",NA,0.15,0.05,0.15,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2022-08-08,"MPRB",NA,0.137,0.05,0.15,"Y","ecoli_30dayGM"
"Hiawatha","27001800",2022-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2022-08-15,"MPRB",NA,0.944,0.091,0.15,"N",""
"Harriet - SE","27001600",2022-08-15,"MPRB",NA,0.555,0.055,0.15,"N",""
"Hiawatha","27001800",2022-08-15,"MPRB",NA,1.47,0.05,0.15,"N",""
"Nokomis - 50th","27001900",2022-08-15,"MPRB",NA,3.22,0.05,0.15,"N",""
"Nokomis - Main","27001900",2022-08-15,"MPRB",NA,3.62,0.07,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-08-15,"MPRB",NA,0.221,0.111,0.15,"N",""
"Cedar - East","27003900",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Main","27003900",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-08-15,"MPRB",NA,0.15,0.05,0.15,"N",""
"Harriet - Main","27001600",2022-08-22,"MPRB",NA,0.339,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-08-22,"MPRB",NA,0.433,0.05,0.15,"N",""
"Hiawatha","27001800",2022-08-22,"MPRB",NA,1.39,0.05,0.166,"N",""
"Nokomis - 50th","27001900",2022-08-22,"MPRB",NA,5.01,0.05,0.15,"N",""
"Nokomis - Main","27001900",2022-08-22,"MPRB",NA,3.68,0.05,0.154,"N",""
"Bde Maka Ska - Main","27003100",2022-08-22,"MPRB",NA,0.162,0.05,0.15,"N",""
"Bde Maka Ska - Thomas","27003100",2022-08-22,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-08-22,"MPRB",NA,0.315,0.05,0.15,"N",""
"Cedar - East","27003900",2022-08-22,"MPRB",NA,0.15,0.05,0.171,"N",""
"Cedar - Main","27003900",2022-08-22,"MPRB",NA,0.15,0.05,0.241,"N",""
"Cedar - Point","27003900",2022-08-22,"MPRB",NA,0.15,0.05,0.168,"N",""
"Bde Maka Ska - 32nd","27003100",2022-08-22,"MPRB",NA,0.178,0.05,0.15,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2022-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2022-08-29,"MPRB",NA,0.67,0.05,0.15,"N",""
"Harriet - SE","27001600",2022-08-29,"MPRB",NA,0.493,0.05,0.15,"N",""
"Bde Maka Ska - Main","27003100",2022-08-29,"MPRB",NA,0.15,0.05,0.15,"N",""
"Wirth","27003700",2022-08-29,"MPRB",NA,0.166,0.05,0.15,"N",""
"Cedar - East","27003900",2022-08-29,"MPRB",NA,0.202,0.05,0.28,"N",""
"Cedar - Main","27003900",2022-08-29,"MPRB",NA,0.237,0.05,0.15,"N",""
"Cedar - Point","27003900",2022-08-29,"MPRB",NA,0.153,0.05,0.15,"N",""
"Hiawatha","27001800",2022-08-29,"MPRB",NA,1.728,0.05,0.15,"Y","ecoli_1dayGM"
"Nokomis - 50th","27001900",2022-08-29,"MPRB",NA,6.79,0.05,0.207,"Y","microcystin"
"Nokomis - Main","27001900",2022-08-29,"MPRB",NA,7.93,0.05,0.2,"Y","microcystin"
"Bde Maka Ska - 32nd","27003100",2022-08-29,"MPRB",NA,0.15,0.062,0.15,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2022-08-29,"MPRB",NA,0.322,0.05,0.15,"Y","ecoli_30dayGM"
"Nokomis - 50th","27001900",2022-09-06,"MPRB",NA,9.26,NA,NA,"Y","microcystin"
"Nokomis - Main","27001900",2022-09-06,"MPRB",NA,6.67,NA,NA,"Y","microcystin"
"Nokomis - 50th","27001900",2022-09-12,"MPRB",NA,18.24,NA,NA,"Y","microcystin"
"Nokomis - Main","27001900",2022-09-12,"MPRB",NA,22.8,NA,NA,"Y","microcystin"
"Nokomis - 50th","27001900",2022-09-19,"MPRB",NA,8.8,NA,NA,"Y","microcystin"
"Nokomis - Main","27001900",2022-09-19,"MPRB",NA,14.01,NA,NA,"Y","microcystin"
"Nokomis - 50th","27001900",2022-09-27,"MPRB",NA,1.6,NA,NA,"N",""
"Nokomis - Main","27001900",2022-09-27,"MPRB",NA,1.42,NA,NA,"N",""
"Nokomis - Main","27001900",2023-05-22,"MPRB",NA,0.6,NA,NA,"N",""
"Wirth","27003700",2023-05-22,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2023-05-30,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2023-05-30,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2023-05-30,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2023-05-30,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2023-06-05,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2023-06-12,"MPRB",NA,0.206,NA,NA,"N",""
"Wirth","27003700",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2023-06-12,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2023-06-20,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2023-06-26,"MPRB",NA,0.195,NA,NA,"N",""
"Nokomis - 50th","27001900",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2023-06-26,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2023-06-26,"MPRB",NA,0.15,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2023-06-26,"MPRB",NA,0.15,NA,NA,"Y","ecoli_1dayGM"
"Hiawatha","27001800",2023-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2023-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2023-07-05,"MPRB",NA,1.5,0.103,0.189,"N",""
"Harriet - SE","27001600",2023-07-05,"MPRB",NA,1.5,0.117,0.171,"N",""
"Nokomis - 50th","27001900",2023-07-05,"MPRB",NA,1.5,0.05,0.15,"N",""
"Nokomis - Main","27001900",2023-07-05,"MPRB",NA,1.5,0.05,0.199,"N",""
"Bde Maka Ska - 32nd","27003100",2023-07-05,"MPRB",NA,1.5,0.055,0.198,"N",""
"Bde Maka Ska - Main","27003100",2023-07-05,"MPRB",NA,1.5,0.05,0.252,"N",""
"Wirth","27003700",2023-07-05,"MPRB",NA,1.5,0.05,0.218,"N",""
"Cedar - East","27003900",2023-07-05,"MPRB",NA,1.5,0.05,0.15,"N",""
"Cedar - Main","27003900",2023-07-05,"MPRB",NA,1.5,0.064,0.15,"N",""
"Cedar - Point","27003900",2023-07-05,"MPRB",NA,1.5,0.05,0.184,"N",""
"Hiawatha","27001800",2023-07-05,"MPRB",NA,1.5,0.05,0.252,"Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2023-07-05,"MPRB",NA,1.5,0.07,0.263,"Y","ecoli_1dayGM"
"Harriet - Main","27001600",2023-07-10,"MPRB",NA,1.5,0.628,1.5,"N",""
"Harriet - SE","27001600",2023-07-10,"MPRB",NA,1.5,0.837,1.5,"N",""
"Nokomis - 50th","27001900",2023-07-10,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-07-10,"MPRB",NA,1.5,0.53,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-07-10,"MPRB",NA,1.5,0.826,1.5,"N",""
"Bde Maka Ska - Main","27003100",2023-07-10,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Thomas","27003100",2023-07-10,"MPRB",NA,1.5,0.579,1.5,"N",""
"Wirth","27003700",2023-07-10,"MPRB",NA,1.5,0.679,1.5,"N",""
"Cedar - East","27003900",2023-07-10,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Main","27003900",2023-07-10,"MPRB",NA,1.5,0.579,1.5,"N",""
"Cedar - Point","27003900",2023-07-10,"MPRB",NA,1.5,0.53,1.5,"N",""
"Hiawatha","27001800",2023-07-10,"MPRB",NA,1.5,0.653,1.5,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Harriet - SE","27001600",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - 50th","27001900",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-07-17,"MPRB",NA,2.81,0.5,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Main","27003100",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Thomas","27003100",2023-07-17,"MPRB",NA,1.5,0.948,1.5,"N",""
"Wirth","27003700",2023-07-17,"MPRB",NA,1.5,0.678,1.5,"N",""
"Cedar - East","27003900",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Main","27003900",2023-07-17,"MPRB",NA,1.5,0.502,1.5,"N",""
"Cedar - Point","27003900",2023-07-17,"MPRB",NA,1.5,0.601,1.5,"N",""
"Hiawatha","27001800",2023-07-17,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Harriet - SE","27001600",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - 50th","27001900",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Main","27003100",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Wirth","27003700",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - East","27003900",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Main","27003900",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Point","27003900",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"N",""
"Hiawatha","27001800",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2023-07-24,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-07-31,"MPRB",NA,1.5,1.5,1.5,"N",""
"Harriet - SE","27001600",2023-07-31,"MPRB",NA,1.5,1.362,1.5,"N",""
"Nokomis - 50th","27001900",2023-07-31,"MPRB",NA,1.5,1.315,1.568,"N",""
"Nokomis - Main","27001900",2023-07-31,"MPRB",NA,1.5,1.283,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-07-31,"MPRB",NA,1.5,0.516,2.653,"N",""
"Bde Maka Ska - Main","27003100",2023-07-31,"MPRB",NA,1.5,1.299,2.128,"N",""
"Bde Maka Ska - Thomas","27003100",2023-07-31,"MPRB",NA,1.5,0.991,1.5,"N",""
"Wirth","27003700",2023-07-31,"MPRB",NA,1.5,1.378,1.5,"N",""
"Cedar - East","27003900",2023-07-31,"MPRB",NA,1.5,1.128,1.585,"N",""
"Cedar - Main","27003900",2023-07-31,"MPRB",NA,1.5,1.525,1.56,"N",""
"Cedar - Point","27003900",2023-07-31,"MPRB",NA,1.5,1.307,1.5,"N",""
"Hiawatha","27001800",2023-07-31,"MPRB",NA,1.5,1.12,2.875,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Harriet - SE","27001600",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Hiawatha","27001800",2023-08-07,"MPRB",NA,1.5,0.5,1.572,"N",""
"Nokomis - 50th","27001900",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-08-07,"MPRB",NA,1.5,0.5,1.622,"N",""
"Bde Maka Ska - Main","27003100",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Thomas","27003100",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Wirth","27003700",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - East","27003900",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Main","27003900",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Point","27003900",2023-08-07,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_1dayGM"
"Harriet - Main","27001600",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Harriet - SE","27001600",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - 50th","27001900",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Main","27003100",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - Thomas","27003100",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Wirth","27003700",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - East","27003900",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Cedar - Main","27003900",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"N",""
"Hiawatha","27001800",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_1dayGM"
"Cedar - Point","27003900",2023-08-14,"MPRB",NA,1.5,0.5,1.5,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2023-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2023-08-21,"MPRB",NA,1.5,0.5,2.08,"N",""
"Harriet - SE","27001600",2023-08-21,"MPRB",NA,1.5,0.5,1.727,"N",""
"Hiawatha","27001800",2023-08-21,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - 50th","27001900",2023-08-21,"MPRB",NA,1.5,0.5,1.5,"N",""
"Nokomis - Main","27001900",2023-08-21,"MPRB",NA,1.5,0.5,1.5,"N",""
"Bde Maka Ska - 32nd","27003100",2023-08-21,"MPRB",NA,1.5,0.5,2.08,"N",""
"Bde Maka Ska - Main","27003100",2023-08-21,"MPRB",NA,1.5,0.5,1.607,"N",""
