beach,DOW,date,ecoli_1dGM,ecoli_30dGM,units,closureYN,closure_reason
Phalen,62001300,2014-06-03,9.2,36.2,mpn/100mL,N,NA
Phalen,62001300,2014-05-27,232.7,71.7,mpn/100mL,N,NA
Phalen,62001300,2014-05-27,232.7,71.7,mpn/100mL,N,NA
Phalen,62001300,2014-05-20,22.1,22.1,mpn/100mL,N,NA
Phalen,62001300,2014-05-20,22.1,22.1,mpn/100mL,N,NA
Phalen,62001300,2013-08-27,27.9,17.9,mpn/100mL,N,NA
Phalen,62001300,2013-08-27,27.9,17.9,mpn/100mL,N,NA
Phalen,62001300,2013-08-20,344.8,13.1,mpn/100mL,N,NA
Phalen,62001300,2013-08-20,344.8,13.1,mpn/100mL,N,NA
Phalen,62001300,2013-08-13,2,5,mpn/100mL,N,NA
Phalen,62001300,2013-08-13,2,5,mpn/100mL,N,NA
Phalen,62001300,2013-08-06,17.1,16.2,mpn/100mL,N,NA
Phalen,62001300,2013-08-06,17.1,16.2,mpn/100mL,N,NA
Phalen,62001300,2013-07-30,5.5,18.3,mpn/100mL,N,NA
Phalen,62001300,2013-07-30,5.5,18.3,mpn/100mL,N,NA
Phalen,62001300,2013-07-23,5.8,28.4,mpn/100mL,N,NA
Phalen,62001300,2013-07-23,5.8,28.4,mpn/100mL,N,NA
Phalen,62001300,2013-07-16,2.9,35.6,mpn/100mL,N,NA
Phalen,62001300,2013-07-16,2.9,35.6,mpn/100mL,N,NA
Phalen,62001300,2013-07-09,710,47.4,mpn/100mL,N,NA
Phalen,62001300,2013-07-09,710,47.4,mpn/100mL,N,NA
Phalen,62001300,2013-07-02,31,19.6,mpn/100mL,N,NA
Phalen,62001300,2013-07-02,31,19.6,mpn/100mL,N,NA
Phalen,62001300,2013-06-25,50.1,14.2,mpn/100mL,N,NA
Phalen,62001300,2013-06-25,50.1,14.2,mpn/100mL,N,NA
Phalen,62001300,2013-06-18,18,10.5,mpn/100mL,N,NA
Phalen,62001300,2013-06-18,18,10.5,mpn/100mL,N,NA
Phalen,62001300,2013-06-11,12,9.2,mpn/100mL,N,NA
Phalen,62001300,2013-06-11,12,9.2,mpn/100mL,N,NA
Phalen,62001300,2013-06-04,8.5,8.4,mpn/100mL,N,NA
Phalen,62001300,2013-06-04,8.5,8.4,mpn/100mL,N,NA
Phalen,62001300,2013-05-28,6.3,8.4,mpn/100mL,N,NA
Phalen,62001300,2013-05-28,6.3,8.4,mpn/100mL,N,NA
Phalen,62001300,2013-05-21,11.1,11.1,mpn/100mL,N,NA
Phalen,62001300,2013-05-21,11.1,11.1,mpn/100mL,N,NA
Phalen,62001300,2012-08-29,172.9,25,mpn/100mL,N,NA
Phalen,62001300,2012-08-29,172.9,25,mpn/100mL,N,NA
Phalen,62001300,2012-08-21,279.3,19,mpn/100mL,N,NA
Phalen,62001300,2012-08-21,279.3,19,mpn/100mL,N,NA
Phalen,62001300,2012-08-14,8.5,12.9,mpn/100mL,N,NA
Phalen,62001300,2012-08-14,8.5,12.9,mpn/100mL,N,NA
Phalen,62001300,2012-08-07,5.9,11.4,mpn/100mL,N,NA
Phalen,62001300,2012-08-07,5.9,11.4,mpn/100mL,N,NA
Phalen,62001300,2012-07-31,4,12.3,mpn/100mL,N,NA
Phalen,62001300,2012-07-31,4,12.3,mpn/100mL,N,NA
Phalen,62001300,2012-07-24,44.2,26,mpn/100mL,N,NA
Phalen,62001300,2012-07-24,44.2,26,mpn/100mL,N,NA
Phalen,62001300,2012-07-17,39.8,33,mpn/100mL,N,NA
Phalen,62001300,2012-07-17,39.8,33,mpn/100mL,N,NA
Phalen,62001300,2012-07-10,4.6,26.5,mpn/100mL,N,NA
Phalen,62001300,2012-07-10,4.6,26.5,mpn/100mL,N,NA
Phalen,62001300,2012-07-05,8.5,23.9,mpn/100mL,N,NA
Phalen,62001300,2012-07-05,8.5,23.9,mpn/100mL,N,NA
Phalen,62001300,2012-06-26,170.1,30.8,mpn/100mL,N,NA
Phalen,62001300,2012-06-26,170.1,30.8,mpn/100mL,N,NA
Phalen,62001300,2012-06-19,145.9,17.5,mpn/100mL,N,NA
Phalen,62001300,2012-06-19,145.9,17.5,mpn/100mL,N,NA
Phalen,62001300,2012-06-12,13.3,6,mpn/100mL,N,NA
Phalen,62001300,2012-06-12,13.3,6,mpn/100mL,N,NA
Phalen,62001300,2012-06-05,2.7,2.7,mpn/100mL,N,NA
Phalen,62001300,2012-06-05,2.7,2.7,mpn/100mL,N,NA
Phalen,62001300,2011-08-30,47.2,54.5,mpn/100mL,N,NA
Phalen,62001300,2011-08-30,47.2,54.5,mpn/100mL,N,NA
Phalen,62001300,2011-08-23,55.6,33.8,mpn/100mL,N,NA
Phalen,62001300,2011-08-23,55.6,33.8,mpn/100mL,N,NA
Phalen,62001300,2011-08-16,218.6,45.8,mpn/100mL,N,NA
Phalen,62001300,2011-08-16,218.6,45.8,mpn/100mL,N,NA
Phalen,62001300,2011-08-09,1,26.4,mpn/100mL,N,NA
Phalen,62001300,2011-08-09,1,26.4,mpn/100mL,N,NA
Phalen,62001300,2011-08-02,841,45.4,mpn/100mL,N,NA
Phalen,62001300,2011-08-02,841,45.4,mpn/100mL,N,NA
Phalen,62001300,2011-07-26,4.3,27.2,mpn/100mL,N,NA
Phalen,62001300,2011-07-26,4.3,27.2,mpn/100mL,N,NA
Phalen,62001300,2011-07-19,253.5,46.9,mpn/100mL,N,NA
Phalen,62001300,2011-07-19,253.5,46.9,mpn/100mL,N,NA
Phalen,62001300,2011-07-12,13.7,24.3,mpn/100mL,N,NA
Phalen,62001300,2011-07-12,13.7,24.3,mpn/100mL,N,NA
Phalen,62001300,2011-07-05,15.2,24.5,mpn/100mL,N,NA
Phalen,62001300,2011-07-05,15.2,24.5,mpn/100mL,N,NA
Phalen,62001300,2011-06-28,65.2,21.4,mpn/100mL,N,NA
Phalen,62001300,2011-06-28,65.2,21.4,mpn/100mL,N,NA
Phalen,62001300,2011-06-21,65.6,13.6,mpn/100mL,N,NA
Phalen,62001300,2011-06-21,65.6,13.6,mpn/100mL,N,NA
Phalen,62001300,2011-06-14,9.6,9.2,mpn/100mL,N,NA
Phalen,62001300,2011-06-14,9.6,9.2,mpn/100mL,N,NA
Phalen,62001300,2011-06-07,14.2,9,mpn/100mL,N,NA
Phalen,62001300,2011-06-07,14.2,9,mpn/100mL,N,NA
Phalen,62001300,2011-05-31,7.8,7.2,mpn/100mL,N,NA
Phalen,62001300,2011-05-31,7.8,7.2,mpn/100mL,N,NA
Phalen,62001300,2011-05-24,6.6,6.6,mpn/100mL,N,NA
Phalen,62001300,2011-05-24,6.6,6.6,mpn/100mL,N,NA
Phalen,62001300,2010-09-07,1492.6,675.1,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-09-07,1492.6,675.1,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-09-02,455.2,231.8,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-09-02,455.2,231.8,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-08-31,2419.6,202.6,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-08-31,2419.6,202.6,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2010-08-24,28.6,117.7,mpn/100mL,N,NA
Phalen,62001300,2010-08-24,28.6,117.7,mpn/100mL,N,NA
Phalen,62001300,2010-08-17,830.9,73.3,mpn/100mL,N,NA
Phalen,62001300,2010-08-17,830.9,73.3,mpn/100mL,N,NA
Phalen,62001300,2010-08-10,2419.6,34.9,mpn/100mL,N,NA
Phalen,62001300,2010-08-10,2419.6,34.9,mpn/100mL,N,NA
Phalen,62001300,2010-08-03,2.4,15,mpn/100mL,N,NA
Phalen,62001300,2010-08-03,2.4,15,mpn/100mL,N,NA
Phalen,62001300,2010-07-27,160.3,27,mpn/100mL,N,NA
Phalen,62001300,2010-07-27,160.3,27,mpn/100mL,N,NA
Phalen,62001300,2010-07-20,2.7,17.8,mpn/100mL,N,NA
Phalen,62001300,2010-07-20,2.7,17.8,mpn/100mL,N,NA
Phalen,62001300,2010-07-13,20.3,22.2,mpn/100mL,N,NA
Phalen,62001300,2010-07-13,20.3,22.2,mpn/100mL,N,NA
Phalen,62001300,2010-07-06,35.6,32.1,mpn/100mL,N,NA
Phalen,62001300,2010-07-06,35.6,32.1,mpn/100mL,N,NA
Phalen,62001300,2010-06-29,46.5,27.8,mpn/100mL,N,NA
Phalen,62001300,2010-06-29,46.5,27.8,mpn/100mL,N,NA
Phalen,62001300,2010-06-22,19.9,19.5,mpn/100mL,N,NA
Phalen,62001300,2010-06-22,19.9,19.5,mpn/100mL,N,NA
Phalen,62001300,2010-06-15,8,19.4,mpn/100mL,N,NA
Phalen,62001300,2010-06-15,8,19.4,mpn/100mL,N,NA
Phalen,62001300,2010-06-08,128.8,26.1,mpn/100mL,N,NA
Phalen,62001300,2010-06-08,128.8,26.1,mpn/100mL,N,NA
Phalen,62001300,2010-06-02,17.3,11.7,mpn/100mL,N,NA
Phalen,62001300,2010-06-02,17.3,11.7,mpn/100mL,N,NA
Phalen,62001300,2010-05-25,7.9,7.9,mpn/100mL,N,NA
Phalen,62001300,2010-05-25,7.9,7.9,mpn/100mL,N,NA
Phalen,62001300,2009-08-18,99.6,40.8,mpn/100mL,N,NA
Phalen,62001300,2009-08-18,99.6,40.8,mpn/100mL,N,NA
Phalen,62001300,2009-08-11,23.9,22.9,mpn/100mL,N,NA
Phalen,62001300,2009-08-11,23.9,22.9,mpn/100mL,N,NA
Phalen,62001300,2009-08-04,40.1,13,mpn/100mL,N,NA
Phalen,62001300,2009-08-04,40.1,13,mpn/100mL,N,NA
Phalen,62001300,2009-07-28,8.5,6.2,mpn/100mL,N,NA
Phalen,62001300,2009-07-28,8.5,6.2,mpn/100mL,N,NA
Phalen,62001300,2009-07-21,139.8,8.2,mpn/100mL,N,NA
Phalen,62001300,2009-07-21,139.8,8.2,mpn/100mL,N,NA
Phalen,62001300,2009-07-14,5.5,4.3,mpn/100mL,N,NA
Phalen,62001300,2009-07-14,5.5,4.3,mpn/100mL,N,NA
Phalen,62001300,2009-07-07,1.4,3.8,mpn/100mL,N,NA
Phalen,62001300,2009-07-07,1.4,3.8,mpn/100mL,N,NA
Phalen,62001300,2009-06-30,1,8.3,mpn/100mL,N,NA
Phalen,62001300,2009-06-30,1,8.3,mpn/100mL,N,NA
Phalen,62001300,2009-06-23,33.7,9.3,mpn/100mL,N,NA
Phalen,62001300,2009-06-23,33.7,9.3,mpn/100mL,N,NA
Phalen,62001300,2009-06-16,5.5,4.6,mpn/100mL,N,NA
Phalen,62001300,2009-06-16,5.5,4.6,mpn/100mL,N,NA
Phalen,62001300,2009-06-09,3,4.4,mpn/100mL,N,NA
Phalen,62001300,2009-06-09,3,4.4,mpn/100mL,N,NA
Phalen,62001300,2009-06-02,69.5,5,mpn/100mL,N,NA
Phalen,62001300,2009-06-02,69.5,5,mpn/100mL,N,NA
Phalen,62001300,2009-05-26,1.8,1.3,mpn/100mL,N,NA
Phalen,62001300,2009-05-26,1.8,1.3,mpn/100mL,N,NA
Phalen,62001300,2009-05-19,1,1,mpn/100mL,N,NA
Phalen,62001300,2009-05-19,1,1,mpn/100mL,N,NA
Phalen,62001300,2008-08-26,1,5.8,mpn/100mL,N,NA
Phalen,62001300,2008-08-26,1,5.8,mpn/100mL,N,NA
Phalen,62001300,2008-08-19,17.8,5.8,mpn/100mL,N,NA
Phalen,62001300,2008-08-19,17.8,5.8,mpn/100mL,N,NA
Phalen,62001300,2008-08-12,22.7,4.9,mpn/100mL,N,NA
Phalen,62001300,2008-08-12,22.7,4.9,mpn/100mL,N,NA
Phalen,62001300,2008-08-05,2.9,3.3,mpn/100mL,N,NA
Phalen,62001300,2008-08-05,2.9,3.3,mpn/100mL,N,NA
Phalen,62001300,2008-07-29,5.9,3.7,mpn/100mL,N,NA
Phalen,62001300,2008-07-29,5.9,3.7,mpn/100mL,N,NA
Phalen,62001300,2008-07-22,1,2.8,mpn/100mL,N,NA
Phalen,62001300,2008-07-22,1,2.8,mpn/100mL,N,NA
Phalen,62001300,2008-07-15,7.3,5.1,mpn/100mL,N,NA
Phalen,62001300,2008-07-15,7.3,5.1,mpn/100mL,N,NA
Phalen,62001300,2008-07-08,3.1,3.7,mpn/100mL,N,NA
Phalen,62001300,2008-07-08,3.1,3.7,mpn/100mL,N,NA
Phalen,62001300,2008-07-01,5.5,3.3,mpn/100mL,N,NA
Phalen,62001300,2008-07-01,5.5,3.3,mpn/100mL,N,NA
Phalen,62001300,2008-06-24,1.4,2.3,mpn/100mL,N,NA
Phalen,62001300,2008-06-24,1.4,2.3,mpn/100mL,N,NA
Phalen,62001300,2008-06-17,20.3,2.2,mpn/100mL,N,NA
Phalen,62001300,2008-06-17,20.3,2.2,mpn/100mL,N,NA
Phalen,62001300,2008-06-10,1.4,1.3,mpn/100mL,N,NA
Phalen,62001300,2008-06-10,1.4,1.3,mpn/100mL,N,NA
Phalen,62001300,2008-06-03,1.7,1.2,mpn/100mL,N,NA
Phalen,62001300,2008-06-03,1.7,1.2,mpn/100mL,N,NA
Phalen,62001300,2008-05-29,1,1,mpn/100mL,N,NA
Phalen,62001300,2008-05-29,1,1,mpn/100mL,N,NA
Phalen,62001300,2008-05-20,1,1,mpn/100mL,N,NA
Phalen,62001300,2008-05-20,1,1,mpn/100mL,N,NA
Phalen,62001300,2007-08-21,33.1,10.9,mpn/100mL,N,NA
Phalen,62001300,2007-08-21,33.1,10.9,mpn/100mL,N,NA
Phalen,62001300,2007-08-14,68.3,7.9,mpn/100mL,N,NA
Phalen,62001300,2007-08-14,68.3,7.9,mpn/100mL,N,NA
Phalen,62001300,2007-08-07,2.9,4.6,mpn/100mL,N,NA
Phalen,62001300,2007-08-07,2.9,4.6,mpn/100mL,N,NA
Phalen,62001300,2007-07-31,1.7,4.1,mpn/100mL,N,NA
Phalen,62001300,2007-07-31,1.7,4.1,mpn/100mL,N,NA
Phalen,62001300,2007-07-24,13.9,4.3,mpn/100mL,N,NA
Phalen,62001300,2007-07-24,13.9,4.3,mpn/100mL,N,NA
Phalen,62001300,2007-07-17,6.5,3.1,mpn/100mL,N,NA
Phalen,62001300,2007-07-17,6.5,3.1,mpn/100mL,N,NA
Phalen,62001300,2007-07-10,4.4,3.3,mpn/100mL,N,NA
Phalen,62001300,2007-07-10,4.4,3.3,mpn/100mL,N,NA
Phalen,62001300,2007-07-02,1.7,2.6,mpn/100mL,N,NA
Phalen,62001300,2007-07-02,1.7,2.6,mpn/100mL,N,NA
Phalen,62001300,2007-06-26,2,2.8,mpn/100mL,N,NA
Phalen,62001300,2007-06-26,2,2.8,mpn/100mL,N,NA
Phalen,62001300,2007-06-19,3,3.5,mpn/100mL,N,NA
Phalen,62001300,2007-06-19,3,3.5,mpn/100mL,N,NA
Phalen,62001300,2007-06-12,8.1,3.6,mpn/100mL,N,NA
Phalen,62001300,2007-06-12,8.1,3.6,mpn/100mL,N,NA
Phalen,62001300,2007-06-05,1.4,2.8,mpn/100mL,N,NA
Phalen,62001300,2007-06-05,1.4,2.8,mpn/100mL,N,NA
Phalen,62001300,2007-05-29,2.4,3.9,mpn/100mL,N,NA
Phalen,62001300,2007-05-29,2.4,3.9,mpn/100mL,N,NA
Phalen,62001300,2007-05-22,6.2,6.2,mpn/100mL,N,NA
Phalen,62001300,2007-05-22,6.2,6.2,mpn/100mL,N,NA
Phalen,62001300,2006-08-22,2,5.1,mpn/100mL,N,NA
Phalen,62001300,2006-08-22,2,5.1,mpn/100mL,N,NA
Phalen,62001300,2006-08-15,2.4,5.3,mpn/100mL,N,NA
Phalen,62001300,2006-08-15,2.4,5.3,mpn/100mL,N,NA
Phalen,62001300,2006-08-08,5.9,10.1,mpn/100mL,N,NA
Phalen,62001300,2006-08-08,5.9,10.1,mpn/100mL,N,NA
Phalen,62001300,2006-08-01,9.2,8.1,mpn/100mL,N,NA
Phalen,62001300,2006-08-01,9.2,8.1,mpn/100mL,N,NA
Phalen,62001300,2006-07-25,12.5,6.5,mpn/100mL,N,NA
Phalen,62001300,2006-07-25,12.5,6.5,mpn/100mL,N,NA
Phalen,62001300,2006-07-18,2.4,5.7,mpn/100mL,N,NA
Phalen,62001300,2006-07-18,2.4,5.7,mpn/100mL,N,NA
Phalen,62001300,2006-07-11,62.5,6.1,mpn/100mL,N,NA
Phalen,62001300,2006-07-11,62.5,6.1,mpn/100mL,N,NA
Phalen,62001300,2006-07-05,2,5.1,mpn/100mL,N,NA
Phalen,62001300,2006-07-05,2,5.1,mpn/100mL,N,NA
Phalen,62001300,2006-06-27,2.9,19.1,mpn/100mL,N,NA
Phalen,62001300,2006-06-27,2.9,19.1,mpn/100mL,N,NA
Phalen,62001300,2006-06-20,6.9,24.5,mpn/100mL,N,NA
Phalen,62001300,2006-06-20,6.9,24.5,mpn/100mL,N,NA
Phalen,62001300,2006-06-13,3.2,31.5,mpn/100mL,N,NA
Phalen,62001300,2006-06-13,3.2,31.5,mpn/100mL,N,NA
Phalen,62001300,2006-06-06,26.8,55.7,mpn/100mL,N,NA
Phalen,62001300,2006-06-06,26.8,55.7,mpn/100mL,N,NA
Phalen,62001300,2006-06-01,15.8,71,mpn/100mL,N,NA
Phalen,62001300,2006-06-01,15.8,71,mpn/100mL,N,NA
Phalen,62001300,2006-05-30,1732.9,150.7,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2006-05-30,1732.9,150.7,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2006-05-23,13.1,13.1,mpn/100mL,N,NA
Phalen,62001300,2006-05-23,13.1,13.1,mpn/100mL,N,NA
Phalen,62001300,2005-08-16,31.7,121,mpn/100mL,N,NA
Phalen,62001300,2005-08-16,31.7,121,mpn/100mL,N,NA
Phalen,62001300,2005-08-11,3.1,76.3,mpn/100mL,N,NA
Phalen,62001300,2005-08-11,3.1,76.3,mpn/100mL,N,NA
Phalen,62001300,2005-08-09,500.9,144.5,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2005-08-09,500.9,144.5,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2005-08-04,181.7,105.9,mpn/100mL,N,NA
Phalen,62001300,2005-08-04,181.7,105.9,mpn/100mL,N,NA
Phalen,62001300,2005-08-02,1982.9,88.5,mpn/100mL,N,NA
Phalen,62001300,2005-08-02,1982.9,88.5,mpn/100mL,N,NA
Phalen,62001300,2005-07-26,174.7,25.2,mpn/100mL,N,NA
Phalen,62001300,2005-07-26,174.7,25.2,mpn/100mL,N,NA
Phalen,62001300,2005-07-12,2,22.9,mpn/100mL,N,NA
Phalen,62001300,2005-07-12,2,22.9,mpn/100mL,N,NA
Phalen,62001300,2005-06-28,46,77.4,mpn/100mL,N,NA
Phalen,62001300,2005-06-28,46,77.4,mpn/100mL,N,NA
Phalen,62001300,2005-06-21,130.2,130.2,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2005-06-21,130.2,130.2,mpn/100mL,Y,ecoli_30dayGM
Phalen,62001300,2004-08-17,53.1,26.4,mpn/100mL,N,NA
Phalen,62001300,2004-08-17,53.1,26.4,mpn/100mL,N,NA
Phalen,62001300,2004-08-10,12.6,30,mpn/100mL,N,NA
Phalen,62001300,2004-08-10,12.6,30,mpn/100mL,N,NA
Phalen,62001300,2004-08-03,20.5,35.1,mpn/100mL,N,NA
Phalen,62001300,2004-08-03,20.5,35.1,mpn/100mL,N,NA
Phalen,62001300,2004-07-27,14.6,40.2,mpn/100mL,N,NA
Phalen,62001300,2004-07-27,14.6,40.2,mpn/100mL,N,NA
Phalen,62001300,2004-07-20,64.5,56.2,mpn/100mL,N,NA
Phalen,62001300,2004-07-20,64.5,56.2,mpn/100mL,N,NA
Phalen,62001300,2004-07-13,99.1,52.5,mpn/100mL,N,NA
Phalen,62001300,2004-07-13,99.1,52.5,mpn/100mL,N,NA
Phalen,62001300,2004-07-06,27.8,27.8,mpn/100mL,N,NA
Phalen,62001300,2004-07-06,27.8,27.8,mpn/100mL,N,NA
White Bear,82016700,2024-08-27,5.1,27.1,mpn/100mL,N,NA
White Bear,82016700,2024-08-27,5.1,27.1,mpn/100mL,N,NA
White Bear,82016700,2024-08-20,27.2,58.7,mpn/100mL,N,NA
White Bear,82016700,2024-08-20,27.2,58.7,mpn/100mL,N,NA
White Bear,82016700,2024-08-13,1.4,51.8,mpn/100mL,N,NA
White Bear,82016700,2024-08-13,1.4,51.8,mpn/100mL,N,NA
White Bear,82016700,2024-08-06,246,95.3,mpn/100mL,N,NA
White Bear,82016700,2024-08-06,246,95.3,mpn/100mL,N,NA
White Bear,82016700,2024-07-30,306.1,70.4,mpn/100mL,N,NA
White Bear,82016700,2024-07-30,306.1,70.4,mpn/100mL,N,NA
White Bear,82016700,2024-07-23,241.3,25.1,mpn/100mL,N,NA
White Bear,82016700,2024-07-23,241.3,25.1,mpn/100mL,N,NA
White Bear,82016700,2024-07-16,14.6,24.1,mpn/100mL,N,NA
White Bear,82016700,2024-07-16,14.6,24.1,mpn/100mL,N,NA
White Bear,82016700,2024-07-09,29.7,26.6,mpn/100mL,N,NA
White Bear,82016700,2024-07-09,29.7,26.6,mpn/100mL,N,NA
White Bear,82016700,2024-07-02,54.3,14.5,mpn/100mL,N,NA
White Bear,82016700,2024-07-02,54.3,14.5,mpn/100mL,N,NA
White Bear,82016700,2024-06-25,1.8,8.1,mpn/100mL,N,NA
White Bear,82016700,2024-06-25,1.8,8.1,mpn/100mL,N,NA
White Bear,82016700,2024-06-18,196.6,11.7,mpn/100mL,N,NA
White Bear,82016700,2024-06-18,196.6,11.7,mpn/100mL,N,NA
White Bear,82016700,2024-06-11,23.9,5.8,mpn/100mL,N,NA
White Bear,82016700,2024-06-11,23.9,5.8,mpn/100mL,N,NA
White Bear,82016700,2024-06-04,1.4,3.6,mpn/100mL,N,NA
White Bear,82016700,2024-06-04,1.4,3.6,mpn/100mL,N,NA
White Bear,82016700,2024-05-28,3,5.8,mpn/100mL,N,NA
White Bear,82016700,2024-05-28,3,5.8,mpn/100mL,N,NA
White Bear,82016700,2024-05-21,11.1,11.1,mpn/100mL,N,NA
White Bear,82016700,2024-05-21,11.1,11.1,mpn/100mL,N,NA
White Bear,82016700,2023-08-29,109.4,17.2,mpn/100mL,N,NA
White Bear,82016700,2023-08-29,109.4,17.2,mpn/100mL,N,NA
White Bear,82016700,2023-08-22,11.6,7.7,mpn/100mL,N,NA
White Bear,82016700,2023-08-22,11.6,7.7,mpn/100mL,N,NA
White Bear,82016700,2023-08-15,410.4,17.6,mpn/100mL,N,NA
White Bear,82016700,2023-08-15,410.4,17.6,mpn/100mL,N,NA
White Bear,82016700,2023-08-08,2,10.3,mpn/100mL,N,NA
White Bear,82016700,2023-08-08,2,10.3,mpn/100mL,N,NA
White Bear,82016700,2023-08-01,1.4,12,mpn/100mL,N,NA
White Bear,82016700,2023-08-01,1.4,12,mpn/100mL,N,NA
White Bear,82016700,2023-07-25,2,14,mpn/100mL,N,NA
White Bear,82016700,2023-07-25,2,14,mpn/100mL,N,NA
White Bear,82016700,2023-07-18,711.8,12.1,mpn/100mL,N,NA
White Bear,82016700,2023-07-18,711.8,12.1,mpn/100mL,N,NA
White Bear,82016700,2023-07-11,27.9,4.3,mpn/100mL,N,NA
White Bear,82016700,2023-07-11,27.9,4.3,mpn/100mL,N,NA
White Bear,82016700,2023-07-06,4.4,4.8,mpn/100mL,N,NA
White Bear,82016700,2023-07-06,4.4,4.8,mpn/100mL,N,NA
White Bear,82016700,2023-06-27,3,3.8,mpn/100mL,N,NA
White Bear,82016700,2023-06-27,3,3.8,mpn/100mL,N,NA
White Bear,82016700,2023-06-20,1,3.4,mpn/100mL,N,NA
White Bear,82016700,2023-06-20,1,3.4,mpn/100mL,N,NA
White Bear,82016700,2023-06-13,3.9,4.7,mpn/100mL,N,NA
White Bear,82016700,2023-06-13,3.9,4.7,mpn/100mL,N,NA
White Bear,82016700,2023-06-06,48.1,4.9,mpn/100mL,N,NA
White Bear,82016700,2023-06-06,48.1,4.9,mpn/100mL,N,NA
White Bear,82016700,2023-05-30,1.4,1.6,mpn/100mL,N,NA
White Bear,82016700,2023-05-30,1.4,1.6,mpn/100mL,N,NA
White Bear,82016700,2023-05-23,1.8,1.8,mpn/100mL,N,NA
White Bear,82016700,2023-05-23,1.8,1.8,mpn/100mL,N,NA
White Bear,82016700,2022-08-30,83.4,42.4,mpn/100mL,N,NA
White Bear,82016700,2022-08-30,83.4,42.4,mpn/100mL,N,NA
White Bear,82016700,2022-08-23,162.2,33.4,mpn/100mL,N,NA
White Bear,82016700,2022-08-23,162.2,33.4,mpn/100mL,N,NA
White Bear,82016700,2022-08-16,39.7,14.5,mpn/100mL,N,NA
White Bear,82016700,2022-08-16,39.7,14.5,mpn/100mL,N,NA
White Bear,82016700,2022-08-09,55.2,19.1,mpn/100mL,N,NA
White Bear,82016700,2022-08-09,55.2,19.1,mpn/100mL,N,NA
White Bear,82016700,2022-08-02,4.6,16.2,mpn/100mL,N,NA
White Bear,82016700,2022-08-02,4.6,16.2,mpn/100mL,N,NA
White Bear,82016700,2022-07-26,25.5,19.1,mpn/100mL,N,NA
White Bear,82016700,2022-07-26,25.5,19.1,mpn/100mL,N,NA
White Bear,82016700,2022-07-19,2.5,10.7,mpn/100mL,N,NA
White Bear,82016700,2022-07-19,2.5,10.7,mpn/100mL,N,NA
White Bear,82016700,2022-07-12,156.3,15.6,mpn/100mL,N,NA
White Bear,82016700,2022-07-12,156.3,15.6,mpn/100mL,N,NA
White Bear,82016700,2022-07-05,24.6,7.5,mpn/100mL,N,NA
White Bear,82016700,2022-07-05,24.6,7.5,mpn/100mL,N,NA
White Bear,82016700,2022-06-28,10.3,5.2,mpn/100mL,N,NA
White Bear,82016700,2022-06-28,10.3,5.2,mpn/100mL,N,NA
White Bear,82016700,2022-06-21,1.4,3.9,mpn/100mL,N,NA
White Bear,82016700,2022-06-21,1.4,3.9,mpn/100mL,N,NA
White Bear,82016700,2022-06-14,16.3,5.1,mpn/100mL,N,NA
White Bear,82016700,2022-06-14,16.3,5.1,mpn/100mL,N,NA
White Bear,82016700,2022-06-07,4,3.4,mpn/100mL,N,NA
White Bear,82016700,2022-06-07,4,3.4,mpn/100mL,N,NA
White Bear,82016700,2022-05-31,4.1,3.2,mpn/100mL,N,NA
White Bear,82016700,2022-05-31,4.1,3.2,mpn/100mL,N,NA
White Bear,82016700,2022-05-24,2.5,2.5,mpn/100mL,N,NA
White Bear,82016700,2022-05-24,2.5,2.5,mpn/100mL,N,NA
White Bear,82016700,2021-08-31,322,85.2,mpn/100mL,N,NA
White Bear,82016700,2021-08-31,322,85.2,mpn/100mL,N,NA
White Bear,82016700,2021-08-24,346.3,84.3,mpn/100mL,N,NA
White Bear,82016700,2021-08-24,346.3,84.3,mpn/100mL,N,NA
White Bear,82016700,2021-08-17,299.5,49.8,mpn/100mL,N,NA
White Bear,82016700,2021-08-17,299.5,49.8,mpn/100mL,N,NA
White Bear,82016700,2021-08-10,8.5,36.7,mpn/100mL,N,NA
White Bear,82016700,2021-08-10,8.5,36.7,mpn/100mL,N,NA
White Bear,82016700,2021-08-03,15.7,63.7,mpn/100mL,N,NA
White Bear,82016700,2021-08-03,15.7,63.7,mpn/100mL,N,NA
White Bear,82016700,2021-07-27,305.3,91.3,mpn/100mL,N,NA
White Bear,82016700,2021-07-27,305.3,91.3,mpn/100mL,N,NA
White Bear,82016700,2021-07-20,24.9,31.2,mpn/100mL,N,NA
White Bear,82016700,2021-07-20,24.9,31.2,mpn/100mL,N,NA
White Bear,82016700,2021-07-13,65.3,25,mpn/100mL,N,NA
White Bear,82016700,2021-07-13,65.3,25,mpn/100mL,N,NA
